the_geom,unique_id,site_name,on_year,manufac,model,type_tower,MW_turbine,total_ht,tower_h,blade_l,rotor_dia,rotor_s_a,lat_DD,long_DD,state,county,conf_attr,conf_loc,WENDI_name,EIA_name,FAA_jdate,FAA_AGL,FAA_ORS,image_name,image_year,comments
MULTIPOINT ((-103.8242616450001 40.931657726900134)),17235,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9317,-103.8243,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011038,119,08-020421,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8432370220001 40.93166864310003)),17236,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9317,-103.8432,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011047,119,08-020518,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2183878940001 40.93199221530006)),17237,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.932,-103.2184,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020024,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.04435364200013 40.932419905700044)),17238,Spring Canyon,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9324,-103.0444,CO,Logan,2,2,Unknown,Spring Canyon,2006155,119,08-001159,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7232775780001 40.93314500390005)),17239,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.9331,-103.7233,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011131,125,08-020503,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.04041251700009 40.933790333900006)),17240,Spring Canyon,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9338,-103.0404,CO,Logan,2,2,Unknown,Spring Canyon,2006043,119,08-001148,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0583783050001 40.93382182510009)),17241,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9338,-104.0584,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007112,119,08-001263,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8232293160001 40.933965961600045)),17242,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.934,-103.8232,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011045,119,08-020424,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8315175360001 40.934237038000006)),17243,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9342,-103.8315,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011045,119,08-020423,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7887148800001 40.93431738259996)),17244,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9343,-103.7887,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011094,119,08-020560,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.1619121930001 40.93508181650003)),17245,Ridge Crest Wind,2001,NEG Micon,NM52_900,monopole,0.9,96.6,70.5,26.1,52.2,2140.08,40.9351,-103.1619,CO,Logan,2,2,Ridge Crest Wind,Unknown,2001225,98,08-000911,Bing Maps Aerial,unknown,AGL and total height have small difference
MULTIPOINT ((-103.7207277130001 40.935272127800026)),17246,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.9353,-103.7207,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011151,125,08-020551,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.1898354100001 40.935254975800085)),17247,Ridge Crest Wind,2001,NEG Micon,NM52_900,monopole,0.9,96.6,70.5,26.1,52.2,2140.08,40.9353,-103.1898,CO,Logan,2,2,Ridge Crest Wind,Unknown,2001225,98,08-000906,Bing Maps Aerial,unknown,AGL and total height have small difference
MULTIPOINT ((-103.71608680600012 40.93544674500006)),17248,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.9354,-103.7161,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011130,125,08-020504,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.18219873200012 40.93561747200001)),17249,Ridge Crest Wind,2001,NEG Micon,NM52_900,monopole,0.9,96.6,70.5,26.1,52.2,2140.08,40.9356,-103.1822,CO,Logan,2,2,Ridge Crest Wind,Unknown,2001225,98,08-000907,Bing Maps Aerial,unknown,AGL and total height have small difference
MULTIPOINT ((-104.0565141170001 40.93578954210001)),17250,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9358,-104.0565,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007112,119,08-001262,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7826206440001 40.93633593350004)),17251,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9363,-103.7826,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011129,119,08-020529,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7874509920001 40.936361826900125)),17252,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9364,-103.7875,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011147,119,08-020561,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.1755060060001 40.9368648559)),17253,Ridge Crest Wind,2001,NEG Micon,NM52_900,monopole,0.9,96.6,70.5,26.1,52.2,2140.08,40.9369,-103.1755,CO,Logan,2,2,Ridge Crest Wind,Unknown,2001225,98,08-000908,Bing Maps Aerial,unknown,AGL and total height have small difference
MULTIPOINT ((-104.0536995440001 40.93704953009996)),17254,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.937,-104.0537,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007112,119,08-001261,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.0353614150001 40.93750700950006)),17255,Spring Canyon,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9375,-103.0354,CO,Logan,2,2,Unknown,Spring Canyon,2006029,119,08-001132,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7797102880001 40.937808619600055)),17256,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9378,-103.7797,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011147,119,08-020562,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.1589384610001 40.937950749500125)),17257,Ridge Crest Wind,2001,NEG Micon,NM52_900,monopole,0.9,96.6,70.5,26.1,52.2,2140.08,40.938,-103.1589,CO,Logan,2,2,Ridge Crest Wind,Unknown,2001225,98,08-000912,Bing Maps Aerial,unknown,AGL and total height have small difference
MULTIPOINT ((-104.0509191330001 40.93823190700006)),17258,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9382,-104.0509,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007112,119,08-001260,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.15108471300013 40.93888450680009)),17259,Ridge Crest Wind,2001,NEG Micon,NM52_900,monopole,0.9,96.6,70.5,26.1,52.2,2140.08,40.9389,-103.1511,CO,Logan,2,2,Ridge Crest Wind,Unknown,2001225,98,08-000913,Bing Maps Aerial,unknown,AGL and total height have small difference
MULTIPOINT ((-103.1400345450001 40.93864657840005)),17260,Ridge Crest Wind,2001,NEG Micon,NM52_900,monopole,0.9,96.6,70.5,26.1,52.2,2140.08,40.9386,-103.14,CO,Logan,2,2,Ridge Crest Wind,Unknown,2001225,98,08-000915,Bing Maps Aerial,unknown,AGL and total height have small difference
MULTIPOINT ((-103.71365083400012 40.93878321929999)),17261,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.9388,-103.7137,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011118,125,08-020470,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.0327405160001 40.93880665280002)),17262,Spring Canyon,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9388,-103.0327,CO,Logan,2,2,Unknown,Spring Canyon,2006162,119,08-001162,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8374985380001 40.93913423460011)),17263,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9391,-103.8375,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011038,119,08-020420,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.02966462100011 40.93949870320009)),17264,Spring Canyon,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9395,-103.0297,CO,Logan,2,2,Unknown,Spring Canyon,2006162,119,08-001161,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7771685770001 40.93964923770012)),17265,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9396,-103.7772,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011102,119,08-020455,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.30197545700011 40.939711864099976)),17266,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9397,-103.302,CO,Logan,2,2,Unknown,Unknown,2007322,119,08-001633,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2973935970001 40.940049412300006)),17267,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.94,-103.2974,CO,Logan,2,2,Unknown,Unknown,2007322,119,08-001634,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0478740020001 40.94008286529995)),17268,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9401,-104.0479,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007112,119,08-001259,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2931748100001 40.940869775900055)),17269,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9409,-103.2932,CO,Logan,2,2,Unknown,Unknown,2007322,119,08-001635,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.71190301700011 40.941033596600086)),17270,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.941,-103.7119,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011151,125,08-020552,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8005862680001 40.94107345950012)),17271,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9411,-103.8006,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011172,119,08-020596,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8364932430001 40.94114492240006)),17272,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9411,-103.8365,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011038,119,08-020414,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2824104280001 40.94123272280001)),17273,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9412,-103.2824,CO,Logan,2,2,Unknown,Unknown,2007331,119,08-020013,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.13571804500012 40.941439463400044)),17274,Ridge Crest Wind,2001,NEG Micon,NM52_900,monopole,0.9,96.6,70.5,26.1,52.2,2140.08,40.9414,-103.1357,CO,Logan,2,2,Ridge Crest Wind,Unknown,2001225,98,08-000916,Bing Maps Aerial,unknown,AGL and total height have small difference
MULTIPOINT ((-103.2778406700001 40.941446741500044)),17275,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9414,-103.2778,CO,Logan,2,2,Unknown,Unknown,2007331,119,08-020012,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0457288350001 40.941534286300076)),17276,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9415,-104.0457,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007112,119,08-001258,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2736297770001 40.94178059930004)),17277,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9418,-103.2736,CO,Logan,2,2,Unknown,Unknown,2007331,119,08-020010,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2892319090001 40.94178773660001)),17278,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9418,-103.2892,CO,Logan,2,2,Unknown,Unknown,2007322,119,08-001636,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7983572520001 40.94186902590007)),17279,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9419,-103.7984,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011129,119,08-020525,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.76110630400011 40.94208813169997)),17280,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9421,-103.7611,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011067,119,08-020565,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2695485150001 40.94221080100002)),17281,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9422,-103.2695,CO,Logan,2,2,Unknown,Unknown,2007331,119,08-020009,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2638032070001 40.94221846210005)),17282,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9422,-103.2638,CO,Logan,2,2,Unknown,Unknown,2007331,119,08-020008,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2452986210001 40.942280634799985)),17283,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9423,-103.2453,CO,Logan,2,2,Unknown,Unknown,2007331,119,08-020002,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.1473009190001 40.94247079280004)),17284,Ridge Crest Wind,2001,NEG Micon,NM52_900,monopole,0.9,96.6,70.5,26.1,52.2,2140.08,40.9425,-103.1473,CO,Logan,2,2,Ridge Crest Wind,Unknown,2001225,98,08-000914,Bing Maps Aerial,unknown,AGL and total height have small difference
MULTIPOINT ((-103.2595077960001 40.94272016810002)),17285,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9427,-103.2595,CO,Logan,2,2,Unknown,Unknown,2007331,119,08-020007,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.25566884800011 40.942697187600004)),17286,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9427,-103.2557,CO,Logan,2,2,Unknown,Unknown,2007331,119,08-020004,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2509405030001 40.942723892800004)),17287,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9427,-103.2509,CO,Logan,2,2,Unknown,Unknown,2007331,119,08-020003,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2408558800001 40.94286209650007)),17288,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9429,-103.2409,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020022,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0436695660001 40.942864540100075)),17289,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9429,-104.0437,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007112,119,08-001257,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.0280658900001 40.94302589250013)),17290,Spring Canyon,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.943,-103.0281,CO,Logan,2,2,Unknown,Spring Canyon,2006029,119,08-001131,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2366548470001 40.943190878300065)),17291,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9432,-103.2367,CO,Logan,2,2,Unknown,Unknown,2007331,119,08-020006,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7575788220001 40.943187186400046)),17292,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9432,-103.7576,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011098,119,08-020462,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.70856836900012 40.943447357700016)),17293,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.9434,-103.7086,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011105,125,08-020471,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.1680428100001 40.94362699159999)),17294,Ridge Crest Wind,2001,NEG Micon,NM52_900,monopole,0.9,96.6,70.5,26.1,52.2,2140.08,40.9436,-103.168,CO,Logan,2,2,Ridge Crest Wind,Unknown,2001225,98,08-000910,Bing Maps Aerial,unknown,AGL and total height have small difference
MULTIPOINT ((-103.83458255800012 40.94370850090012)),17295,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9437,-103.8346,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011038,119,08-020418,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2257528600001 40.94402652620003)),17296,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.944,-103.2258,CO,Logan,2,2,Unknown,Unknown,2007331,119,08-020005,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.1738661320001 40.94424677240002)),17297,Ridge Crest Wind,2001,NEG Micon,NM52_900,monopole,0.9,96.6,70.5,26.1,52.2,2140.08,40.9442,-103.1739,CO,Logan,2,2,Ridge Crest Wind,Unknown,2001225,98,08-000909,Bing Maps Aerial,unknown,AGL and total height have small difference
MULTIPOINT ((-103.18980077900012 40.94408373050004)),17298,Ridge Crest Wind,2001,NEG Micon,NM52_900,monopole,0.9,96.6,70.5,26.1,52.2,2140.08,40.9441,-103.1898,CO,Logan,2,2,Ridge Crest Wind,Unknown,2001225,98,08-000905,Bing Maps Aerial,unknown,AGL and total height have small difference
MULTIPOINT ((-103.7408328070001 40.9443681552)),17299,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9444,-103.7408,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011098,119,08-020464,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2312683860001 40.94452066780001)),17300,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9445,-103.2313,CO,Logan,2,2,Unknown,Unknown,2007334,119,08-020033,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.8314038330001 40.94452632360001)),17301,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9445,-103.8314,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011038,119,08-020413,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.81573297200012 40.94460510080006)),17302,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9446,-103.8157,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011154,119,08-020595,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7869987190001 40.944842690900046)),17303,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9448,-103.787,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011129,119,08-020526,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7558440460001 40.945032906200005)),17304,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.945,-103.7558,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011147,119,08-020566,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.2199585630001 40.945227530400096)),17305,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9452,-103.22,CO,Logan,2,2,Unknown,Unknown,2007331,119,08-020011,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.04003216900013 40.94538576450003)),17306,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9454,-104.04,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007112,119,08-001256,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.16203172000012 40.94591971530001)),17307,Ridge Crest Wind,2001,NEG Micon,NM52_900,monopole,0.9,96.6,70.5,26.1,52.2,2140.08,40.9459,-103.162,CO,Logan,2,2,Ridge Crest Wind,Unknown,2001225,98,08-000919,Bing Maps Aerial,unknown,AGL and total height have small difference
MULTIPOINT ((-103.8131559490001 40.9461472330001)),17308,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9461,-103.8132,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011138,119,08-020523,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.92547043100011 40.946140623400055)),17309,Northeastern Colorado Wind Energy Center,2009,Siemens,SWT2.3_93,monopole,2.3,126.5,80,45,93,6792.9,40.9461,-102.9255,CO,Logan,2,2,Unknown,Unknown,2009177,127,08-020280,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.31692891800013 40.94617796130005)),17310,Peetz Wind,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9462,-103.3169,CO,Logan,2,2,Unknown,Unknown,2007091,119,08-001226,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.9212469430001 40.946236355800075)),17311,Northeastern Colorado Wind Energy Center,2009,Siemens,SWT2.3_93,monopole,2.3,126.5,80,45,93,6792.9,40.9462,-102.9212,CO,Logan,2,2,Unknown,Unknown,2009177,127,08-020281,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7497455740001 40.946278861800025)),17312,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9463,-103.7497,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011098,119,08-020463,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7628401340001 40.94644253800005)),17313,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9464,-103.7628,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011102,119,08-020461,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7536645150001 40.94665633130009)),17314,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9467,-103.7537,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011147,119,08-020567,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.1862609100001 40.945644083000026)),17315,Ridge Crest Wind,2001,NEG Micon,NM52_900,monopole,0.9,96.6,70.5,26.1,52.2,2140.08,40.9456,-103.1863,CO,Logan,2,2,Ridge Crest Wind,Unknown,2002069,73,08-000950,Bing Maps Aerial,unknown,AGL and total height have small difference
MULTIPOINT ((-104.03742068300011 40.94690429499995)),17316,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9469,-104.0374,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007105,119,08-001255,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.3532219730001 40.94694753230011)),17317,Peetz Wind,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9469,-103.3532,CO,Logan,2,2,Unknown,Unknown,2007123,119,08-001274,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7466092110001 40.94700093010003)),17318,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.947,-103.7466,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011147,119,08-020568,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.18106076000011 40.947898521200074)),17319,Ridge Crest Wind,2001,NEG Micon,NM52_900,monopole,0.9,96.6,70.5,26.1,52.2,2140.08,40.9479,-103.1811,CO,Logan,2,2,Ridge Crest Wind,Unknown,2001225,98,08-000904,Bing Maps Aerial,unknown,AGL and total height have small difference
MULTIPOINT ((-103.0514206250001 40.948030124200095)),17320,Spring Canyon,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.948,-103.0514,CO,Logan,2,2,Unknown,Spring Canyon,2006043,119,08-001140,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0348092010001 40.94833887830008)),17321,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9483,-104.0348,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007112,119,08-001254,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7700749320001 40.94915630400002)),17322,Cedar Creek 2 (GE),2011,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9492,-103.7701,CO,Weld,2,2,Cedar Creek II (GE),Cedar Creek Wind,2011051,119,08-020459,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.7015136940001 40.949692226500076)),17323,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.9497,-103.7015,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011118,125,08-020472,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.69568125400009 40.949774523900025)),17324,Cedar Creek 2,2011,Nordex,N90,monopole,2.5,125,80,45,90,6361.72,40.9498,-103.6957,CO,Weld,2,2,Cedar Creek II (Nordex),Cedar Creek Wind,2011151,125,08-020553,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.0321326730001 40.94984259729998)),17325,Cedar Creek 1,2006,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9498,-104.0321,CO,Weld,2,2,Cedar Creek,Cedar Creek Wind,2007112,119,08-001253,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.1570322920001 40.95016521080008)),17326,Ridge Crest Wind,2001,NEG Micon,NM52_900,monopole,0.9,96.6,70.5,26.1,52.2,2140.08,40.9502,-103.157,CO,Logan,2,2,Ridge Crest Wind,Unknown,2001225,98,08-000920,Bing Maps Aerial,unknown,AGL and total height have small difference
MULTIPOINT ((-103.3220677020001 40.950033632000086)),17327,Peetz Wind,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.95,-103.3221,CO,Logan,2,2,Unknown,Unknown,2007091,119,08-001224,Bing Maps Aerial,unknown,
